date,litecoin,trend_relative_diff,trend_log_return
2016-01-29,47,-0.020833333333333332,-0.02105340919783238
2016-01-30,40,-0.14893617021276595,-0.16126814759612226
2016-01-31,42,0.05,0.04879016416943205
2016-02-01,47,0.11904761904761904,0.1124779834266903
2016-02-02,47,0.0,0.0
2016-02-03,53,0.1276595744680851,0.12014431184206321
2016-02-04,46,-0.1320754716981132,-0.1416505170630268
2016-02-05,45,-0.021739130434782608,-0.02197890671877523
2016-02-06,39,-0.13333333333333333,-0.1431008436406733
2016-02-07,58,0.48717948717948717,0.39688136441677296
2016-02-08,50,-0.13793103448275862,-0.14842000511827333
2016-02-09,49,-0.02,-0.020202707317519466
2016-02-10,52,0.061224489795918366,0.059423420470800806
2016-02-11,41,-0.21153846153846154,-0.23767165187711958
2016-02-12,45,0.0975609756097561,0.09309042306601203
2016-02-13,59,0.3111111111111111,0.2708749541353997
2016-02-14,47,-0.2033898305084746,-0.22738984219566089
2016-02-15,52,0.10638297872340426,0.10109611687136881
2016-02-16,53,0.019230769230769232,0.01904819497069441
2016-02-17,44,-0.16981132075471697,-0.1861022796338606
2016-02-18,54,0.22727272727272727,0.20479441264601322
2016-02-19,39,-0.2777777777777778,-0.325422400434628
2016-02-20,55,0.41025641025641024,0.34377153910282454
2016-02-21,54,-0.01818181818181818,-0.01834913866819654
2016-02-22,49,-0.09259259259259259,-0.09716374845364774
2016-02-23,43,-0.12244897959183673,-0.13062018241706422
2016-02-24,51,0.18604651162790697,0.17062551703076345
2016-02-25,51,0.0,0.0
2016-02-26,52,0.0196078431372549,0.019418085857101516
2016-02-27,43,-0.17307692307692307,-0.19004360288786498
2016-02-28,46,0.06976744186046512,0.06744128079553248
2016-02-29,43,-0.06521739130434782,-0.06744128079553253
2016-03-01,44,0.023255813953488372,0.02298951822469878
2016-03-02,46,0.045454545454545456,0.044451762570833796
2016-03-03,46,0.0,0.0
2016-03-04,50,0.08695652173913043,0.083381608939051
2016-03-05,52,0.04,0.03922071315328133
2016-03-06,57,0.09615384615384616,0.09180754925312289
2016-03-07,51,-0.10526315789473684,-0.11122563511022437
2016-03-08,42,-0.17647058823529413,-0.1941560144409575
2016-03-09,42,0.0,0.0
2016-03-10,45,0.07142857142857142,0.06899287148695142
2016-03-11,56,0.24444444444444444,0.2186892009648295
2016-03-12,51,-0.08928571428571429,-0.09352605801082348
2016-03-13,52,0.0196078431372549,0.019418085857101516
2016-03-14,52,0.0,0.0
2016-03-15,49,-0.057692307692307696,-0.059423420470800764
2016-03-16,41,-0.16326530612244897,-0.17824823140631876
2016-03-17,54,0.3170731707317073,0.2754119798599666
2016-03-18,40,-0.25925925925925924,-0.30010459245033816
2016-03-19,49,0.225,0.20294084399669038
2016-03-20,45,-0.08163265306122448,-0.08515780834030683
2016-03-21,65,0.4444444444444444,0.36772478012531734
2016-03-22,28,-0.5692307692307692,-0.8421827597204331
2016-03-23,41,0.4642857142857143,0.3813675565291038
2016-03-24,47,0.14634146341463414,0.1365755350057507
2016-03-25,40,-0.14893617021276595,-0.16126814759612226
2016-03-26,59,0.475,0.38865798979178323
2016-03-27,60,0.01694915254237288,0.01680711831638119
2016-03-28,42,-0.3,-0.35667494393873245
2016-03-29,42,0.0,0.0
2016-03-30,40,-0.047619047619047616,-0.048790164169432056
2016-03-31,42,0.05,0.04879016416943205
2016-04-01,36,-0.14285714285714285,-0.15415067982725836
2016-04-02,41,0.1388888888888889,0.13005312824819776
2016-04-03,46,0.12195121951219512,0.11506932978478729
2016-04-04,53,0.15217391304347827,0.14165051706302684
2016-04-05,32,-0.39622641509433965,-0.5045560107523953
2016-04-06,44,0.375,0.3184537311185346
2016-04-07,48,0.09090909090909091,0.0870113769896297
2016-04-08,40,-0.16666666666666666,-0.1823215567939546
2016-04-09,47,0.175,0.16126814759612232
2016-04-10,47,0.0,0.0
2016-04-11,37,-0.2127659574468085,-0.2392296890658341
2016-04-12,39,0.05405405405405406,0.05264373348542188
2016-04-13,40,0.02564102564102564,0.025317807984289786
2016-04-14,40,0.0,0.0
2016-04-15,43,0.075,0.07232066157962608
2016-04-16,43,0.0,0.0
2016-04-17,39,-0.09302325581395349,-0.09763846956391606
2016-04-18,27,-0.3076923076923077,-0.3677247801253174
2016-04-19,39,0.4444444444444444,0.36772478012531734
2016-04-20,47,0.20512820512820512,0.1865859555804121
2016-04-21,49,0.0425531914893617,0.04167269640056808
2016-04-22,46,-0.061224489795918366,-0.06317890162153156
2016-04-23,30,-0.34782608695652173,-0.4274440148269396
2016-04-24,55,0.8333333333333334,0.6061358035703155
2016-04-25,57,0.03636363636363636,0.035718082602079246
2016-04-26,51,-0.10526315789473684,-0.11122563511022437
2016-04-27,60,0.17647058823529413,0.16251892949777494
2016-04-28,54,-0.1,-0.10536051565782628
2016-04-29,42,-0.2222222222222222,-0.25131442828090605
2016-04-30,50,0.19047619047619047,0.17435338714477774
2016-05-01,42,-0.16,-0.1743533871447778
2016-05-02,47,0.11904761904761904,0.1124779834266903
2016-05-03,59,0.2553191489361702,0.2273898421956608
2016-05-04,44,-0.2542372881355932,-0.2933478099874583
2016-05-05,50,0.13636363636363635,0.127833371509885
2016-05-06,39,-0.22,-0.2484613592984996
2016-05-07,53,0.358974358974359,0.30673026742247544
2016-05-08,39,-0.2641509433962264,-0.3067302674224755
2016-05-09,50,0.28205128205128205,0.24846135929849972
2016-05-10,64,0.28,0.2468600779315258
2016-05-11,54,-0.15625,-0.16989903679539747
2016-05-12,37,-0.3148148148148148,-0.3780661339200499
2016-05-13,36,-0.02702702702702703,-0.027398974188114388
2016-05-14,47,0.3055555555555556,0.26662866325394863
2016-05-15,65,0.3829787234042553,0.3242396681855786
2016-05-16,54,-0.16923076923076924,-0.18540322333136267
2016-05-17,38,-0.2962962962962963,-0.3513978868378886
2016-05-18,42,0.10526315789473684,0.10008345855698263
2016-05-19,58,0.38095238095238093,0.322773392263051
2016-05-20,44,-0.2413793103448276,-0.27625337662815824
2016-05-21,58,0.3181818181818182,0.27625337662815813
2016-05-22,49,-0.15517241379310345,-0.1686227124357927
2016-05-23,61,0.24489795918367346,0.21905356606268467
2016-05-24,47,-0.22950819672131148,-0.2607262624632527
2016-05-25,47,0.0,0.0
2016-05-26,48,0.02127659574468085,0.021053409197832263
2016-05-27,58,0.20833333333333334,0.18924199963852834
2016-05-28,55,-0.05172413793103448,-0.05310982531394841
2016-05-29,63,0.14545454545454545,0.13580154115906182
2016-05-30,77,0.2222222222222222,0.20067069546215124
2016-05-31,49,-0.36363636363636365,-0.45198512374305727
2016-06-01,55,0.12244897959183673,0.11551288712184424
2016-06-02,49,-0.10909090909090909,-0.11551288712184435
2016-06-03,63,0.2857142857142857,0.25131442828090617
2016-06-04,63,0.0,0.0
2016-06-05,70,0.1111111111111111,0.10536051565782635
2016-06-06,52,-0.2571428571428571,-0.2972515234679316
2016-06-07,58,0.11538461538461539,0.109199291964992
2016-06-08,58,0.0,0.0
2016-06-09,42,-0.27586206896551724,-0.322773392263051
2016-06-10,46,0.09523809523809523,0.09097177820572679
2016-06-11,59,0.2826086956521739,0.24889604741662438
2016-06-12,74,0.2542372881355932,0.2265276492984503
2016-06-13,86,0.16216216216216217,0.1502822030493379
2016-06-14,76,-0.11627906976744186,-0.12361395596717664
2016-06-15,65,-0.14473684210526316,-0.15634607039069398
2016-06-16,95,0.46153846153846156,0.3794896217049037
2016-06-17,97,0.021052631578947368,0.020834086902842053
2016-06-18,89,-0.08247422680412371,-0.08607460877124302
2016-06-19,68,-0.23595505617977527,-0.2691286645560332
2016-06-20,77,0.1323529411764706,0.12429771667757712
2016-06-21,60,-0.22077922077922077,-0.24946085963158313
2016-06-22,68,0.13333333333333333,0.125163142954006
2016-06-23,55,-0.19117647058823528,-0.21217451994363576
2016-06-24,74,0.34545454545454546,0.29673190797169885
2016-06-25,60,-0.1891891891891892,-0.20972053098206903
2016-06-26,61,0.016666666666666666,0.016529301951210506
2016-06-27,62,0.01639344262295082,0.016260520871780326
2016-06-28,66,0.06451612903225806,0.06252035698133393
2016-06-29,68,0.030303030303030304,0.02985296314968113
2016-06-30,59,-0.1323529411764706,-0.14197026127038723
2016-07-01,79,0.06756756756756757,0.06538275926285171
2016-07-02,93,0.17721518987341772,0.1631516406862345
2016-07-03,89,-0.043010752688172046,-0.04396312342111606
2016-07-04,61,-0.3146067415730337,-0.37776250555882857
2016-07-05,78,0.2786885245901639,0.24583496251628056
2016-07-06,57,-0.2692307692307692,-0.31365755885504165
2016-07-07,52,-0.08771929824561403,-0.09180754925312286
2016-07-08,69,0.3269230769230769,0.282862786015832
2016-07-09,70,0.014492753623188406,0.01438873745209967
2016-07-10,62,-0.11428571428571428,-0.12136085700426748
2016-07-11,69,0.11290322580645161,0.10697211955216773
2016-07-12,78,0.13043478260869565,0.12260232209233228
2016-07-13,54,-0.3076923076923077,-0.3677247801253174
2016-07-14,55,0.018518518518518517,0.018349138668196617
2016-07-15,74,0.34545454545454546,0.29673190797169885
2016-07-16,50,-0.32432432432432434,-0.39204208777602373
2016-07-17,69,0.38,0.3220834991691132
2016-07-18,45,-0.34782608695652173,-0.4274440148269396
2016-07-19,53,0.17777777777777778,0.16362942378180212
2016-07-20,68,0.2830188679245283,0.24921579162398483
2016-07-21,55,-0.19117647058823528,-0.21217451994363576
2016-07-22,53,-0.03636363636363636,-0.0370412716803491
2016-07-23,43,-0.18867924528301888,-0.20909179785855936
2016-07-24,56,0.3023255813953488,0.2641515750415869
2016-07-25,43,-0.23214285714285715,-0.26415157504158676
2016-07-26,44,0.023255813953488372,0.02298951822469878
2016-07-27,58,0.3181818181818182,0.27625337662815813
2016-07-28,68,0.1724137931034483,0.15906469462968728
2016-07-29,43,-0.36764705882352944,-0.4583075894825443
2016-07-30,36,-0.16279069767441862,-0.17768117723745236
2016-07-31,46,0.2777777777777778,0.2451224580329849
2016-08-01,48,0.043478260869565216,0.0425596144187959
2016-08-02,62,0.2916666666666667,0.2559333741372007
2016-08-03,74,0.1935483870967742,0.17693070815907824
2016-08-04,29,-0.6081081081081081,-0.9367692632176957
2016-08-05,41,0.41379310344827586,0.34627623671783375
2016-08-06,54,0.3170731707317073,0.2754119798599666
2016-08-07,55,0.018518518518518517,0.018349138668196617
2016-08-08,61,0.10909090909090909,0.10354067894084036
2016-08-09,40,-0.3442622950819672,-0.42199441005937505
2016-08-10,50,0.25,0.22314355131420976
2016-08-11,49,-0.02,-0.020202707317519466
2016-08-12,44,-0.10204081632653061,-0.10763066419236544
2016-08-13,53,0.20454545454545456,0.1861022796338607
2016-08-14,39,-0.2641509433962264,-0.3067302674224755
2016-08-15,48,0.23076923076923078,0.20763936477824455
2016-08-16,41,-0.14583333333333334,-0.15762894420358317
2016-08-17,47,0.14634146341463414,0.1365755350057507
2016-08-18,62,0.3191489361702128,0.2769867833350329
2016-08-19,39,-0.3709677419354839,-0.46357273891544515
2016-08-20,27,-0.3076923076923077,-0.3677247801253174
2016-08-21,44,0.6296296296296297,0.488352767913932
2016-08-22,54,0.22727272727272727,0.20479441264601322
2016-08-23,82,0.5185185185185185,0.41773520069997877
2016-08-24,62,-0.24390243902439024,-0.27958486221916157
2016-08-25,57,-0.08064516129032258,-0.08408311721054144
2016-08-26,54,-0.05263157894736842,-0.05406722127027582
2016-08-27,47,-0.12962962962962962,-0.1388364448542158
2016-08-28,49,0.0425531914893617,0.04167269640056808
2016-08-29,53,0.08163265306122448,0.07847161544149531
2016-08-30,63,0.18867924528301888,0.17284281283941083
2016-08-31,48,-0.23809523809523808,-0.2719337154836418
2016-09-01,61,0.2708333333333333,0.23967285326542026
2016-09-02,45,-0.26229508196721313,-0.30421137440299145
2016-09-03,49,0.08888888888888889,0.08515780834030677
2016-09-04,46,-0.061224489795918366,-0.06317890162153156
2016-09-05,69,0.5,0.4054651081081644
2016-09-06,50,-0.2753623188405797,-0.32208349916911333
2016-09-07,40,-0.2,-0.2231435513142097
2016-09-08,43,0.075,0.07232066157962608
2016-09-09,48,0.11627906976744186,0.11000089521432849
2016-09-10,57,0.1875,0.17185025692665923
2016-09-11,46,-0.19298245614035087,-0.2144098713454552
2016-09-12,46,0.0,0.0
2016-09-13,44,-0.043478260869565216,-0.04445176257083381
2016-09-14,56,0.2727272727272727,0.24116205681688804
2016-09-15,39,-0.30357142857142855,-0.36179004460550285
2016-09-16,52,0.3333333333333333,0.28768207245178085
2016-09-17,52,0.0,0.0
2016-09-18,55,0.057692307692307696,0.05608946665104358
2016-09-19,41,-0.2545454545454545,-0.29376111852816306
2016-09-20,52,0.2682926829268293,0.23767165187711956
2016-09-21,38,-0.2692307692307692,-0.31365755885504165
2016-09-22,58,0.5263157894736842,0.4228568508200336
2016-09-23,44,-0.2413793103448276,-0.27625337662815824
2016-09-24,34,-0.22727272727272727,-0.2578291093020998
2016-09-25,44,0.29411764705882354,0.25782910930209985
2016-09-26,52,0.18181818181818182,0.16705408466316624
2016-09-27,52,0.0,0.0
2016-09-28,43,-0.17307692307692307,-0.19004360288786498
2016-09-29,42,-0.023255813953488372,-0.02353049741019416
2016-09-30,56,0.3333333333333333,0.28768207245178085
2016-10-01,45,-0.19642857142857142,-0.21868920096482944
2016-10-02,44,-0.022222222222222223,-0.02247285585205863
2016-10-03,52,0.18181818181818182,0.16705408466316624
2016-10-04,37,-0.28846153846153844,-0.34032580593720285
2016-10-05,52,0.40540540540540543,0.34032580593720296
2016-10-06,48,-0.07692307692307693,-0.08004270767353637
2016-10-07,34,-0.2916666666666667,-0.3448404862917295
2016-10-08,55,0.6176470588235294,0.48097266061630956
2016-10-09,41,-0.2545454545454545,-0.29376111852816306
2016-10-10,45,0.0975609756097561,0.09309042306601203
2016-10-11,52,0.15555555555555556,0.1445812288111075
2016-10-12,43,-0.17307692307692307,-0.19004360288786498
2016-10-13,53,0.23255813953488372,0.2090917978585594
2016-10-14,54,0.018867924528301886,0.018692133012152546
2016-10-15,46,-0.14814814814814814,-0.16034265007517937
2016-10-16,47,0.021739130434782608,0.021506205220963682
2016-10-17,44,-0.06382978723404255,-0.0659579677917974
2016-10-18,66,0.5,0.4054651081081644
2016-10-19,45,-0.3181818181818182,-0.38299225225610584
2016-10-20,48,0.06666666666666667,0.06453852113757116
2016-10-21,38,-0.20833333333333334,-0.2336148511815052
2016-10-22,21,-0.4473684210526316,-0.5930637220029626
2016-10-23,58,1.7619047619047619,1.0159205728229963
2016-10-24,52,-0.10344827586206896,-0.10919929196499197
2016-10-25,70,0.34615384615384615,0.2972515234679317
2016-10-26,58,-0.17142857142857143,-0.1880522315029396
2016-10-27,50,-0.13793103448275862,-0.14842000511827333
2016-10-28,47,-0.06,-0.06187540371808753
2016-10-29,65,0.3829787234042553,0.3242396681855786
2016-10-30,63,-0.03076923076923077,-0.031252543504104426
2016-10-31,53,-0.15873015873015872,-0.17284281283941083
2016-11-01,55,0.03773584905660377,0.037041271680349076
2016-11-02,41,-0.2545454545454545,-0.29376111852816306
2016-11-03,56,0.36585365853658536,0.31177962403084153
2016-11-04,48,-0.14285714285714285,-0.15415067982725836
2016-11-05,55,0.14583333333333334,0.1361321743245799
2016-11-06,71,0.2909090909090909,0.25534669180884456
2016-11-07,51,-0.28169014084507044,-0.33085424431698957
2016-11-08,41,-0.19607843137254902,-0.21825356602001794
2016-11-09,43,0.04878048780487805,0.047628048989254664
2016-11-10,48,0.11627906976744186,0.11000089521432849
2016-11-11,44,-0.08333333333333333,-0.08701137698962981
2016-11-12,54,0.22727272727272727,0.20479441264601322
2016-11-13,53,-0.018518518518518517,-0.01869213301215252
2016-11-14,48,-0.09433962264150944,-0.09909090264423089
2016-11-15,49,0.020833333333333332,0.02061928720273561
2016-11-16,58,0.1836734693877551,0.16862271243579272
2016-11-17,56,-0.034482758620689655,-0.03509131981127006
2016-11-18,52,-0.07142857142857142,-0.07410797215372185
2016-11-19,77,0.4807692307692308,0.39256170327225653
2016-11-20,52,-0.3246753246753247,-0.3925617032722565
2016-11-21,57,0.09615384615384616,0.09180754925312289
2016-11-22,44,-0.22807017543859648,-0.258861633916289
2016-11-23,56,0.2727272727272727,0.24116205681688804
2016-11-24,60,0.07142857142857142,0.06899287148695142
2016-11-25,51,-0.15,-0.16251892949777494
2016-11-26,59,0.1568627450980392,0.14571181118139379
2016-11-27,48,-0.1864406779661017,-0.20633643299782845
2016-11-28,40,-0.16666666666666666,-0.1823215567939546
2016-11-29,57,0.425,0.3541718137206139
2016-11-30,68,0.19298245614035087,0.1764564373415565
2016-12-01,49,-0.27941176470588236,-0.3276874070654801
2016-12-02,52,0.061224489795918366,0.059423420470800806
2016-12-03,40,-0.23076923076923078,-0.262364264467491
2016-12-04,75,0.875,0.6286086594223741
2016-12-05,60,-0.2,-0.2231435513142097
2016-12-06,63,0.05,0.04879016416943205
2016-12-07,56,-0.1111111111111111,-0.11778303565638351
2016-12-08,66,0.17857142857142858,0.16430305129127634
2016-12-09,60,-0.09090909090909091,-0.0953101798043249
2016-12-10,43,-0.2833333333333333,-0.33314444652853825
2016-12-11,54,0.2558139534883721,0.22778393087071197
2016-12-12,45,-0.16666666666666666,-0.1823215567939546
2016-12-13,49,0.08888888888888889,0.08515780834030677
2016-12-14,46,-0.061224489795918366,-0.06317890162153156
2016-12-15,48,0.043478260869565216,0.0425596144187959
2016-12-16,58,0.20833333333333334,0.18924199963852834
2016-12-17,59,0.017241379310344827,0.01709443335930004
2016-12-18,50,-0.15254237288135594,-0.16551443847757344
2016-12-19,55,0.1,0.09531017980432493
2016-12-20,42,-0.23636363636363636,-0.2696635669491026
2016-12-21,48,0.14285714285714285,0.13353139262452257
2016-12-22,71,0.4791666666666667,0.39147886613342453
2016-12-23,91,0.28169014084507044,0.24817962947553468
2016-12-24,86,-0.054945054945054944,-0.056512210263342334
2016-12-25,81,-0.05813953488372093,-0.05989814158106896
2016-12-26,76,-0.06172839506172839,-0.06371581438610774
2016-12-27,93,0.2236842105263158,0.2018661528669248
2016-12-28,100,0.07526881720430108,0.07257069283483537
2016-12-29,91,-0.09,-0.09431067947124129
2016-12-30,79,-0.13186813186813187,-0.14141165404982853
2016-12-31,75,-0.05063291139240506,-0.051959738930711104
2017-01-01,4,0.3333333333333333,0.28768207245178085
2017-01-02,6,0.5,0.4054651081081644
2017-01-03,4,-0.3333333333333333,-0.40546510810816444
2017-01-04,5,0.25,0.22314355131420976
2017-01-05,4,-0.2,-0.2231435513142097
2017-01-06,4,0.0,0.0
2017-01-07,4,0.0,0.0
2017-01-08,4,0.0,0.0
2017-01-09,4,0.0,0.0
2017-01-10,5,0.25,0.22314355131420976
2017-01-11,4,-0.2,-0.2231435513142097
2017-01-12,3,-0.25,-0.2876820724517809
2017-01-13,3,0.0,0.0
2017-01-14,3,0.0,0.0
2017-01-15,4,0.3333333333333333,0.28768207245178085
2017-01-16,3,-0.25,-0.2876820724517809
2017-01-17,4,0.3333333333333333,0.28768207245178085
2017-01-18,3,-0.25,-0.2876820724517809
2017-01-19,3,0.0,0.0
2017-01-20,3,0.0,0.0
2017-01-21,4,0.3333333333333333,0.28768207245178085
2017-01-22,3,-0.25,-0.2876820724517809
2017-01-23,3,0.0,0.0
2017-01-24,3,0.0,0.0
2017-01-25,3,0.0,0.0
2017-01-26,3,0.0,0.0
2017-01-27,3,0.0,0.0
2017-01-28,3,0.0,0.0
2017-01-29,2,-0.3333333333333333,-0.40546510810816444
2017-01-30,3,0.5,0.4054651081081644
2017-01-31,4,0.3333333333333333,0.28768207245178085
2017-02-01,3,-0.25,-0.2876820724517809
2017-02-02,3,0.0,0.0
2017-02-03,4,0.3333333333333333,0.28768207245178085
2017-02-04,4,0.0,0.0
2017-02-05,3,-0.25,-0.2876820724517809
2017-02-06,3,0.0,0.0
2017-02-07,3,0.0,0.0
2017-02-08,3,0.0,0.0
2017-02-09,2,-0.3333333333333333,-0.40546510810816444
2017-02-10,3,0.5,0.4054651081081644
2017-02-11,3,0.0,0.0
2017-02-12,3,0.0,0.0
2017-02-13,3,0.0,0.0
2017-02-14,4,0.3333333333333333,0.28768207245178085
2017-02-15,2,-0.5,-0.6931471805599453
2017-02-16,3,0.5,0.4054651081081644
2017-02-17,3,0.0,0.0
2017-02-18,3,0.0,0.0
2017-02-19,2,-0.3333333333333333,-0.40546510810816444
2017-02-20,3,0.5,0.4054651081081644
2017-02-21,4,0.3333333333333333,0.28768207245178085
2017-02-22,3,-0.25,-0.2876820724517809
2017-02-23,3,0.0,0.0
2017-02-24,3,0.0,0.0
2017-02-25,4,0.3333333333333333,0.28768207245178085
2017-02-26,4,0.0,0.0
2017-02-27,2,-0.5,-0.6931471805599453
2017-02-28,3,0.5,0.4054651081081644
2017-03-01,3,0.0,0.0
2017-03-02,4,0.3333333333333333,0.28768207245178085
2017-03-03,5,0.25,0.22314355131420976
2017-03-04,3,-0.4,-0.5108256237659907
2017-03-05,4,0.3333333333333333,0.28768207245178085
2017-03-06,4,0.0,0.0
2017-03-07,5,0.25,0.22314355131420976
2017-03-08,3,-0.4,-0.5108256237659907
2017-03-09,3,0.0,0.0
2017-03-10,4,0.3333333333333333,0.28768207245178085
2017-03-11,4,0.0,0.0
2017-03-12,4,0.0,0.0
2017-03-13,5,0.25,0.22314355131420976
2017-03-14,5,0.0,0.0
2017-03-15,4,-0.2,-0.2231435513142097
2017-03-16,4,0.0,0.0
2017-03-17,5,0.25,0.22314355131420976
2017-03-18,5,0.0,0.0
2017-03-19,4,-0.2,-0.2231435513142097
2017-03-20,3,-0.25,-0.2876820724517809
2017-03-21,5,0.6666666666666666,0.5108256237659907
2017-03-22,3,-0.4,-0.5108256237659907
2017-03-23,4,0.3333333333333333,0.28768207245178085
2017-03-24,5,0.25,0.22314355131420976
2017-03-25,5,0.0,0.0
2017-03-26,4,-0.2,-0.2231435513142097
2017-03-27,4,0.0,0.0
2017-03-28,3,-0.25,-0.2876820724517809
2017-03-29,4,0.3333333333333333,0.28768207245178085
2017-03-30,14,2.5,1.252762968495368
2017-03-31,10,-0.2857142857142857,-0.3364722366212129
2017-04-01,8,-0.2,-0.2231435513142097
2017-04-02,8,0.0,0.0
2017-04-03,10,0.25,0.22314355131420976
2017-04-04,11,0.1,0.09531017980432493
2017-04-05,14,0.2727272727272727,0.24116205681688804
2017-04-06,16,0.14285714285714285,0.13353139262452257
2017-04-07,12,-0.25,-0.2876820724517809
2017-04-08,10,-0.16666666666666666,-0.1823215567939546
2017-04-09,13,0.3,0.26236426446749106
2017-04-10,10,-0.23076923076923078,-0.262364264467491
2017-04-11,10,0.0,0.0
2017-04-12,15,0.5,0.4054651081081644
2017-04-13,12,-0.2,-0.2231435513142097
2017-04-14,9,-0.25,-0.2876820724517809
2017-04-15,11,0.2222222222222222,0.20067069546215124
2017-04-16,9,-0.18181818181818182,-0.2006706954621511
2017-04-17,12,0.3333333333333333,0.28768207245178085
2017-04-18,11,-0.08333333333333333,-0.08701137698962981
2017-04-19,9,-0.18181818181818182,-0.2006706954621511
2017-04-20,9,0.0,0.0
2017-04-21,10,0.1111111111111111,0.10536051565782635
2017-04-22,13,0.3,0.26236426446749106
2017-04-23,16,0.23076923076923078,0.20763936477824455
2017-04-24,13,-0.1875,-0.2076393647782445
2017-04-25,12,-0.07692307692307693,-0.08004270767353637
2017-04-26,13,0.08333333333333333,0.08004270767353636
2017-04-27,12,-0.07692307692307693,-0.08004270767353637
2017-04-28,10,-0.16666666666666666,-0.1823215567939546
2017-04-29,9,-0.1,-0.10536051565782628
2017-04-30,9,0.0,0.0
2017-05-01,10,0.1111111111111111,0.10536051565782635
2017-05-02,9,-0.1,-0.10536051565782628
2017-05-03,26,1.8888888888888888,1.0608719606852626
2017-05-04,34,0.3076923076923077,0.26826398659467937
2017-05-05,29,-0.14705882352941177,-0.1590646946296874
2017-05-06,19,-0.3448275862068966,-0.4228568508200336
2017-05-07,25,0.3157894736842105,0.27443684570176036
2017-05-08,23,-0.08,-0.08338160893905101
2017-05-09,30,0.30434782608695654,0.2657031657330057
2017-05-10,46,0.5333333333333333,0.42744401482693967
2017-05-11,28,-0.391304347826087,-0.496436886313891
2017-05-12,21,-0.25,-0.2876820724517809
2017-05-13,21,0.0,0.0
2017-05-14,15,-0.2857142857142857,-0.3364722366212129
2017-05-15,20,0.3333333333333333,0.28768207245178085
2017-05-16,23,0.15,0.13976194237515863
2017-05-17,19,-0.17391304347826086,-0.19105523676270922
2017-05-18,16,-0.15789473684210525,-0.17185025692665928
2017-05-19,18,0.125,0.11778303565638346
2017-05-20,17,-0.05555555555555555,-0.05715841383994864
2017-05-21,21,0.23529411764705882,0.21130909366720696
2017-05-22,31,0.47619047619047616,0.3894647667617233
2017-05-23,29,-0.06451612903225806,-0.06669137449867228
2017-05-24,36,0.2413793103448276,0.216223108469636
2017-05-25,37,0.027777777777777776,0.027398974188114347
2017-05-26,25,-0.32432432432432434,-0.39204208777602373
2017-05-27,23,-0.08,-0.08338160893905101
2017-05-28,20,-0.13043478260869565,-0.13976194237515874
2017-05-29,20,0.0,0.0
2017-05-30,23,0.15,0.13976194237515863
2017-05-31,23,0.0,0.0
2017-06-01,23,0.0,0.0
2017-06-02,20,-0.13043478260869565,-0.13976194237515874
2017-06-03,19,-0.05,-0.05129329438755058
2017-06-04,19,0.0,0.0
2017-06-05,25,0.3157894736842105,0.27443684570176036
2017-06-06,31,0.24,0.2151113796169455
2017-06-07,45,0.45161290322580644,0.3726752852851735
2017-06-08,79,0.7555555555555555,0.5627853626967018
2017-06-09,84,0.06329113924050633,0.06136894637629202
2017-06-10,100,0.19047619047619047,0.17435338714477774
2017-06-11,77,-0.23,-0.2613647641344075
2017-06-12,50,-0.35064935064935066,-0.4317824164255378
2017-06-13,42,-0.16,-0.1743533871447778
2017-06-14,40,-0.047619047619047616,-0.048790164169432056
2017-06-15,36,-0.1,-0.10536051565782628
2017-06-16,38,0.05555555555555555,0.05406722127027579
2017-06-17,85,1.236842105263158,0.8050650967639307
2017-06-18,51,-0.4,-0.5108256237659907
2017-06-19,64,0.2549019607843137,0.22705745063534608
2017-06-20,49,-0.234375,-0.26706278524904525
2017-06-21,42,-0.14285714285714285,-0.15415067982725836
2017-06-22,38,-0.09523809523809523,-0.10008345855698253
2017-06-23,36,-0.05263157894736842,-0.05406722127027582
2017-06-24,35,-0.027777777777777776,-0.028170876966696335
2017-06-25,30,-0.14285714285714285,-0.15415067982725836
2017-06-26,36,0.2,0.1823215567939546
2017-06-27,31,-0.1388888888888889,-0.1495317339709637
2017-06-28,27,-0.12903225806451613,-0.13815033848081718
2017-06-29,24,-0.1111111111111111,-0.11778303565638351
2017-06-30,22,-0.08333333333333333,-0.08701137698962981
2017-07-01,1,-0.5,-0.6931471805599453
2017-07-02,2,1.0,0.6931471805599453
2017-07-03,3,0.5,0.4054651081081644
2017-07-04,3,0.0,0.0
2017-07-05,3,0.0,0.0
2017-07-06,2,-0.3333333333333333,-0.40546510810816444
2017-07-07,2,0.0,0.0
2017-07-08,2,0.0,0.0
2017-07-09,2,0.0,0.0
2017-07-10,2,0.0,0.0
2017-07-11,2,0.0,0.0
2017-07-12,2,0.0,0.0
2017-07-13,2,0.0,0.0
2017-07-14,2,0.0,0.0
2017-07-15,2,0.0,0.0
2017-07-16,2,0.0,0.0
2017-07-17,2,0.0,0.0
2017-07-18,2,0.0,0.0
2017-07-19,2,0.0,0.0
2017-07-20,2,0.0,0.0
2017-07-21,2,0.0,0.0
2017-07-22,2,0.0,0.0
2017-07-23,2,0.0,0.0
2017-07-24,2,0.0,0.0
2017-07-25,2,0.0,0.0
2017-07-26,2,0.0,0.0
2017-07-27,1,-0.5,-0.6931471805599453
2017-07-28,2,1.0,0.6931471805599453
2017-07-29,2,0.0,0.0
2017-07-30,1,-0.5,-0.6931471805599453
2017-07-31,2,1.0,0.6931471805599453
