date,dogecoin,trend_relative_diff,trend_log_return
2014-04-18,12,-0.07692307692307693,-0.08004270767353637
2014-04-19,12,0.0,0.0
2014-04-20,11,-0.08333333333333333,-0.08701137698962981
2014-04-21,12,0.09090909090909091,0.0870113769896297
2014-04-22,10,-0.16666666666666666,-0.1823215567939546
2014-04-23,12,0.2,0.1823215567939546
2014-04-24,11,-0.08333333333333333,-0.08701137698962981
2014-04-25,14,0.2727272727272727,0.24116205681688804
2014-04-26,11,-0.21428571428571427,-0.2411620568168881
2014-04-27,22,1.0,0.6931471805599453
2014-04-28,26,0.18181818181818182,0.16705408466316624
2014-04-29,20,-0.23076923076923078,-0.262364264467491
2014-04-30,18,-0.1,-0.10536051565782628
2014-05-01,16,-0.1111111111111111,-0.11778303565638351
2014-05-02,16,0.0,0.0
2014-05-03,16,0.0,0.0
2014-05-04,39,1.4375,0.8909729238898652
2014-05-05,44,0.1282051282051282,0.12062798778861472
2014-05-06,35,-0.20454545454545456,-0.22884157242884753
2014-05-07,18,-0.4857142857142857,-0.6649763035932491
2014-05-08,15,-0.16666666666666666,-0.1823215567939546
2014-05-09,17,0.13333333333333333,0.125163142954006
2014-05-10,12,-0.29411764705882354,-0.3483066942682157
2014-05-11,15,0.25,0.22314355131420976
2014-05-12,12,-0.2,-0.2231435513142097
2014-05-13,13,0.08333333333333333,0.08004270767353636
2014-05-14,12,-0.07692307692307693,-0.08004270767353637
2014-05-15,13,0.08333333333333333,0.08004270767353636
2014-05-16,14,0.07692307692307693,0.07410797215372183
2014-05-17,28,1.0,0.6931471805599453
2014-05-18,27,-0.03571428571428571,-0.03636764417087483
2014-05-19,16,-0.4074074074074074,-0.5232481437645479
2014-05-20,13,-0.1875,-0.2076393647782445
2014-05-21,12,-0.07692307692307693,-0.08004270767353637
2014-05-22,12,0.0,0.0
2014-05-23,12,0.0,0.0
2014-05-24,11,-0.08333333333333333,-0.08701137698962981
2014-05-25,13,0.18181818181818182,0.16705408466316624
2014-05-26,10,-0.23076923076923078,-0.262364264467491
2014-05-27,9,-0.1,-0.10536051565782628
2014-05-28,9,0.0,0.0
2014-05-29,9,0.0,0.0
2014-05-30,10,0.1111111111111111,0.10536051565782635
2014-05-31,10,0.0,0.0
2014-06-01,11,0.1,0.09531017980432493
2014-06-02,9,-0.18181818181818182,-0.2006706954621511
2014-06-03,10,0.1111111111111111,0.10536051565782635
2014-06-04,9,-0.1,-0.10536051565782628
2014-06-05,8,-0.1111111111111111,-0.11778303565638351
2014-06-06,9,0.125,0.11778303565638346
2014-06-07,9,0.0,0.0
2014-06-08,10,0.1111111111111111,0.10536051565782635
2014-06-09,11,0.1,0.09531017980432493
2014-06-10,10,-0.09090909090909091,-0.0953101798043249
2014-06-11,10,0.0,0.0
2014-06-12,9,-0.1,-0.10536051565782628
2014-06-13,9,0.0,0.0
2014-06-14,7,-0.2222222222222222,-0.25131442828090605
2014-06-15,7,0.0,0.0
2014-06-16,7,0.0,0.0
2014-06-17,8,0.14285714285714285,0.13353139262452257
2014-06-18,11,0.375,0.3184537311185346
2014-06-19,8,-0.2727272727272727,-0.3184537311185346
2014-06-20,8,0.0,0.0
2014-06-21,8,0.0,0.0
2014-06-22,7,-0.125,-0.13353139262452263
2014-06-23,9,0.2857142857142857,0.25131442828090617
2014-06-24,7,-0.2222222222222222,-0.25131442828090605
2014-06-25,8,0.14285714285714285,0.13353139262452257
2014-06-26,7,-0.125,-0.13353139262452263
2014-06-27,7,0.0,0.0
2014-06-28,7,0.0,0.0
2014-06-29,8,0.14285714285714285,0.13353139262452257
2014-06-30,6,-0.25,-0.2876820724517809
2014-07-01,60,0.07142857142857142,0.06899287148695142
2014-07-02,66,0.1,0.09531017980432493
2014-07-03,63,-0.045454545454545456,-0.04652001563489282
2014-07-04,60,-0.047619047619047616,-0.048790164169432056
2014-07-05,55,-0.08333333333333333,-0.08701137698962981
2014-07-06,73,0.32727272727272727,0.2831262559159203
2014-07-07,64,-0.1232876712328767,-0.13157635778871932
2014-07-08,52,-0.1875,-0.2076393647782445
2014-07-09,58,0.11538461538461539,0.109199291964992
2014-07-10,55,-0.05172413793103448,-0.05310982531394841
2014-07-11,56,0.01818181818181818,0.018018505502678212
2014-07-12,62,0.10714285714285714,0.10178269430994238
2014-07-13,55,-0.11290322580645161,-0.11980119981262065
2014-07-14,53,-0.03636363636363636,-0.0370412716803491
2014-07-15,60,0.1320754716981132,0.12405264866997882
2014-07-16,64,0.06666666666666667,0.06453852113757116
2014-07-17,50,-0.21875,-0.24686007793152578
2014-07-18,52,0.04,0.03922071315328133
2014-07-19,43,-0.17307692307692307,-0.19004360288786498
2014-07-20,52,0.20930232558139536,0.19004360288786487
2014-07-21,42,-0.19230769230769232,-0.21357410029805904
2014-07-22,47,0.11904761904761904,0.1124779834266903
2014-07-23,46,-0.02127659574468085,-0.02150620522096362
2014-07-24,47,0.021739130434782608,0.021506205220963682
2014-07-25,57,0.2127659574468085,0.19290366612449164
2014-07-26,44,-0.22807017543859648,-0.258861633916289
2014-07-27,49,0.11363636363636363,0.10763066419236536
2014-07-28,48,-0.02040816326530612,-0.020619287202735703
2014-07-29,40,-0.16666666666666666,-0.1823215567939546
2014-07-30,48,0.2,0.1823215567939546
2014-07-31,45,-0.0625,-0.06453852113757118
2014-08-01,39,-0.13333333333333333,-0.1431008436406733
2014-08-02,52,0.3333333333333333,0.28768207245178085
2014-08-03,54,0.038461538461538464,0.03774032798284711
2014-08-04,41,-0.24074074074074073,-0.2754119798599665
2014-08-05,41,0.0,0.0
2014-08-06,43,0.04878048780487805,0.047628048989254664
2014-08-07,52,0.20930232558139536,0.19004360288786487
2014-08-08,52,0.0,0.0
2014-08-09,53,0.019230769230769232,0.01904819497069441
2014-08-10,50,-0.05660377358490566,-0.05826890812397576
2014-08-11,50,0.0,0.0
2014-08-12,47,-0.06,-0.06187540371808753
2014-08-13,60,0.2765957446808511,0.24419696051204215
2014-08-14,54,-0.1,-0.10536051565782628
2014-08-15,47,-0.12962962962962962,-0.1388364448542158
2014-08-16,48,0.02127659574468085,0.021053409197832263
2014-08-17,52,0.08333333333333333,0.08004270767353636
2014-08-18,44,-0.15384615384615385,-0.1670540846631662
2014-08-19,47,0.06818181818181818,0.06595796779179737
2014-08-20,49,0.0425531914893617,0.04167269640056808
2014-08-21,45,-0.08163265306122448,-0.08515780834030683
2014-08-22,42,-0.06666666666666667,-0.06899287148695143
2014-08-23,47,0.11904761904761904,0.1124779834266903
2014-08-24,49,0.0425531914893617,0.04167269640056808
2014-08-25,41,-0.16326530612244897,-0.17824823140631876
2014-08-26,65,0.5853658536585366,0.46081520319132935
2014-08-27,49,-0.24615384615384617,-0.2825669717850105
2014-08-28,49,0.0,0.0
2014-08-29,53,0.08163265306122448,0.07847161544149531
2014-08-30,41,-0.22641509433962265,-0.25671984684781396
2014-08-31,47,0.14634146341463414,0.1365755350057507
2014-09-01,39,-0.1702127659574468,-0.1865859555804122
2014-09-02,38,-0.02564102564102564,-0.025975486403260677
2014-09-03,48,0.2631578947368421,0.2336148511815051
2014-09-04,53,0.10416666666666667,0.09909090264423097
2014-09-05,50,-0.05660377358490566,-0.05826890812397576
2014-09-06,67,0.34,0.29266961396282004
2014-09-07,59,-0.11940298507462686,-0.12715517548524663
2014-09-08,60,0.01694915254237288,0.01680711831638119
2014-09-09,47,-0.21666666666666667,-0.2441969605120421
2014-09-10,46,-0.02127659574468085,-0.02150620522096362
2014-09-11,65,0.41304347826086957,0.34574587340654217
2014-09-12,68,0.046153846153846156,0.04512043528046964
2014-09-13,70,0.029411764705882353,0.028987536873252187
2014-09-14,97,0.38571428571428573,0.3262157364540238
2014-09-15,97,0.0,0.0
2014-09-16,63,-0.35051546391752575,-0.4315762521118501
2014-09-17,53,-0.15873015873015872,-0.17284281283941083
2014-09-18,50,-0.05660377358490566,-0.05826890812397576
2014-09-19,61,0.22,0.19885085874516517
2014-09-20,51,-0.16393442622950818,-0.17904823144898543
2014-09-21,53,0.0392156862745098,0.03846628082779614
2014-09-22,55,0.03773584905660377,0.037041271680349076
2014-09-23,42,-0.23636363636363636,-0.2696635669491026
2014-09-24,58,0.38095238095238093,0.322773392263051
2014-09-25,60,0.034482758620689655,0.033901551675681416
2014-09-26,100,0.6666666666666666,0.5108256237659907
2014-09-27,80,-0.2,-0.2231435513142097
2014-09-28,69,-0.1375,-0.1479201300766222
2014-09-29,53,-0.2318840579710145,-0.2638145910451376
2014-09-30,58,0.09433962264150944,0.09015109699429748
2014-10-01,52,-0.10344827586206896,-0.10919929196499197
2014-10-02,58,0.11538461538461539,0.109199291964992
2014-10-03,54,-0.06896551724137931,-0.07145896398214498
2014-10-04,53,-0.018518518518518517,-0.01869213301215252
2014-10-05,50,-0.05660377358490566,-0.05826890812397576
2014-10-06,47,-0.06,-0.06187540371808753
2014-10-07,57,0.2127659574468085,0.19290366612449164
2014-10-08,59,0.03508771929824561,0.034486176071169404
2014-10-09,45,-0.23728813559322035,-0.27087495413539975
2014-10-10,40,-0.1111111111111111,-0.11778303565638351
2014-10-11,39,-0.025,-0.025317807984289897
2014-10-12,37,-0.05128205128205128,-0.05264373348542203
2014-10-13,42,0.13513513513513514,0.1267517056391438
2014-10-14,38,-0.09523809523809523,-0.10008345855698253
2014-10-15,48,0.2631578947368421,0.2336148511815051
2014-10-16,33,-0.3125,-0.3746934494414107
2014-10-17,43,0.30303030303030304,0.26469255422708216
2014-10-18,46,0.06976744186046512,0.06744128079553248
2014-10-19,50,0.08695652173913043,0.083381608939051
2014-10-20,41,-0.18,-0.19845093872383832
2014-10-21,53,0.2926829268292683,0.25671984684781407
2014-10-22,43,-0.18867924528301888,-0.20909179785855936
2014-10-23,38,-0.11627906976744186,-0.12361395596717664
2014-10-24,40,0.05263157894736842,0.05129329438755048
2014-10-25,43,0.075,0.07232066157962608
2014-10-26,74,0.7209302325581395,0.5428649775106072
2014-10-27,52,-0.2972972972972973,-0.3528213746227423
2014-10-28,47,-0.09615384615384616,-0.10109611687136875
2014-10-29,46,-0.02127659574468085,-0.02150620522096362
2014-10-30,40,-0.13043478260869565,-0.13976194237515874
2014-10-31,41,0.025,0.024692612590371414
2014-11-01,41,0.0,0.0
2014-11-02,53,0.2926829268292683,0.25671984684781407
2014-11-03,45,-0.1509433962264151,-0.16362942378180204
2014-11-04,43,-0.044444444444444446,-0.04546237407675729
2014-11-05,46,0.06976744186046512,0.06744128079553248
2014-11-06,38,-0.17391304347826086,-0.19105523676270922
2014-11-07,54,0.42105263157894735,0.3513978868378886
2014-11-08,50,-0.07407407407407407,-0.07696104113612832
2014-11-09,56,0.12,0.11332868530700327
2014-11-10,48,-0.14285714285714285,-0.15415067982725836
2014-11-11,45,-0.0625,-0.06453852113757118
2014-11-12,47,0.044444444444444446,0.04348511193973889
2014-11-13,45,-0.0425531914893617,-0.04348511193973878
2014-11-14,47,0.044444444444444446,0.04348511193973889
2014-11-15,36,-0.23404255319148937,-0.2666286632539486
2014-11-16,51,0.4166666666666667,0.3483066942682158
2014-11-17,43,-0.1568627450980392,-0.17062551703076334
2014-11-18,41,-0.046511627906976744,-0.04762804898925459
2014-11-19,38,-0.07317073170731707,-0.07598590697792199
2014-11-20,39,0.02631578947368421,0.025975486403260736
2014-11-21,43,0.10256410256410256,0.09763846956391607
2014-11-22,44,0.023255813953488372,0.02298951822469878
2014-11-23,49,0.11363636363636363,0.10763066419236536
2014-11-24,44,-0.10204081632653061,-0.10763066419236544
2014-11-25,34,-0.22727272727272727,-0.2578291093020998
2014-11-26,39,0.14705882352941177,0.13720112151348496
2014-11-27,42,0.07692307692307693,0.07410797215372183
2014-11-28,34,-0.19047619047619047,-0.2113090936672069
2014-11-29,37,0.08823529411764706,0.08455738802806297
2014-11-30,40,0.08108108108108109,0.07796154146971192
2014-12-01,33,-0.175,-0.19237189264745613
2014-12-02,40,0.21212121212121213,0.1923718926474561
2014-12-03,35,-0.125,-0.13353139262452263
2014-12-04,31,-0.11428571428571428,-0.12136085700426748
2014-12-05,36,0.16129032258064516,0.14953173397096384
2014-12-06,43,0.19444444444444445,0.17768117723745241
2014-12-07,38,-0.11627906976744186,-0.12361395596717664
2014-12-08,41,0.07894736842105263,0.07598590697792205
2014-12-09,46,0.12195121951219512,0.11506932978478729
2014-12-10,39,-0.15217391304347827,-0.16507975035944858
2014-12-11,41,0.05128205128205128,0.050010420574661416
2014-12-12,44,0.07317073170731707,0.07061756721395342
2014-12-13,34,-0.22727272727272727,-0.2578291093020998
2014-12-14,43,0.2647058823529412,0.234839591077401
2014-12-15,41,-0.046511627906976744,-0.04762804898925459
2014-12-16,36,-0.12195121951219512,-0.13005312824819779
2014-12-17,37,0.027777777777777776,0.027398974188114347
2014-12-18,40,0.08108108108108109,0.07796154146971192
2014-12-19,43,0.075,0.07232066157962608
2014-12-20,44,0.023255813953488372,0.02298951822469878
2014-12-21,42,-0.045454545454545456,-0.04652001563489282
2014-12-22,38,-0.09523809523809523,-0.10008345855698253
2014-12-23,43,0.13157894736842105,0.12361395596717663
2014-12-24,46,0.06976744186046512,0.06744128079553248
2014-12-25,34,-0.2608695652173913,-0.3022808718729337
2014-12-26,44,0.29411764705882354,0.25782910930209985
2014-12-27,42,-0.045454545454545456,-0.04652001563489282
2014-12-28,44,0.047619047619047616,0.04652001563489291
2014-12-29,40,-0.09090909090909091,-0.0953101798043249
2014-12-30,41,0.025,0.024692612590371414
2014-12-31,41,0.0,0.0
2015-01-01,77,0.1323529411764706,0.12429771667757712
2015-01-02,77,0.0,0.0
2015-01-03,68,-0.11688311688311688,-0.12429771667757719
2015-01-04,100,0.47058823529411764,0.38566248081198473
2015-01-05,96,-0.04,-0.040821994520255166
2015-01-06,72,-0.25,-0.2876820724517809
2015-01-07,84,0.16666666666666666,0.15415067982725836
2015-01-08,86,0.023809523809523808,0.023530497410194036
2015-01-09,70,-0.18604651162790697,-0.20585205420414873
2015-01-10,67,-0.04285714285714286,-0.04380262265839289
2015-01-11,90,0.34328358208955223,0.2951170509392991
2015-01-12,93,0.03333333333333333,0.03278982282299097
2015-01-13,80,-0.13978494623655913,-0.15057285847937432
2015-01-14,91,0.1375,0.12883287184296838
2015-01-15,96,0.054945054945054944,0.05348868495098622
2015-01-16,82,-0.14583333333333334,-0.15762894420358317
2015-01-17,88,0.07317073170731707,0.07061756721395342
2015-01-18,90,0.022727272727272728,0.022472855852058576
2015-01-19,76,-0.15555555555555556,-0.169076330043934
2015-01-20,63,-0.17105263157894737,-0.18759861389479837
2015-01-21,64,0.015873015873015872,0.015748356968139112
2015-01-22,65,0.015625,0.015504186535965254
2015-01-23,60,-0.07692307692307693,-0.08004270767353637
2015-01-24,71,0.18333333333333332,0.16833531481921474
2015-01-25,68,-0.04225352112676056,-0.04317217186520878
2015-01-26,71,0.04411764705882353,0.04317217186520878
2015-01-27,68,-0.04225352112676056,-0.04317217186520878
2015-01-28,65,-0.04411764705882353,-0.045120435280469544
2015-01-29,63,-0.03076923076923077,-0.031252543504104426
2015-01-30,60,-0.047619047619047616,-0.048790164169432056
2015-01-31,77,0.2833333333333333,0.24946085963158324
2015-02-01,67,-0.12987012987012986,-0.13911280246271784
2015-02-02,71,0.05970149253731343,0.057987257650349316
2015-02-03,58,-0.18309859154929578,-0.20223686649489606
2015-02-04,69,0.1896551724137931,0.17366349405084008
2015-02-05,64,-0.07246376811594203,-0.07522342123758752
2015-02-06,64,0.0,0.0
2015-02-07,64,0.0,0.0
2015-02-08,81,0.265625,0.2355660713127669
2015-02-09,60,-0.25925925925925924,-0.30010459245033816
2015-02-10,64,0.06666666666666667,0.06453852113757116
2015-02-11,48,-0.25,-0.2876820724517809
2015-02-12,63,0.3125,0.27193371548364176
2015-02-13,59,-0.06349206349206349,-0.06559728248581323
2015-02-14,63,0.06779661016949153,0.06559728248581327
2015-02-15,62,-0.015873015873015872,-0.01600034134644119
2015-02-16,61,-0.016129032258064516,-0.01626052087178029
2015-02-17,49,-0.19672131147540983,-0.21905356606268464
2015-02-18,58,0.1836734693877551,0.16862271243579272
2015-02-19,58,0.0,0.0
2015-02-20,71,0.22413793103448276,0.202236866494896
2015-02-21,68,-0.04225352112676056,-0.04317217186520878
2015-02-22,86,0.2647058823529412,0.234839591077401
2015-02-23,63,-0.26744186046511625,-0.3112125698619751
2015-02-24,60,-0.047619047619047616,-0.048790164169432056
2015-02-25,62,0.03333333333333333,0.03278982282299097
2015-02-26,63,0.016129032258064516,0.01600034134644112
2015-02-27,72,0.14285714285714285,0.13353139262452257
2015-02-28,58,-0.19444444444444445,-0.21622310846963594
2015-03-01,52,-0.10344827586206896,-0.10919929196499197
2015-03-02,51,-0.019230769230769232,-0.019418085857101627
2015-03-03,61,0.19607843137254902,0.17904823144898546
2015-03-04,51,-0.16393442622950818,-0.17904823144898543
2015-03-05,55,0.0784313725490196,0.0755075525081451
2015-03-06,55,0.0,0.0
2015-03-07,61,0.10909090909090909,0.10354067894084036
2015-03-08,53,-0.13114754098360656,-0.14058195062118944
2015-03-09,50,-0.05660377358490566,-0.05826890812397576
2015-03-10,49,-0.02,-0.020202707317519466
2015-03-11,59,0.20408163265306123,0.18571714579509285
2015-03-12,53,-0.1016949152542373,-0.10724553035359756
2015-03-13,47,-0.11320754716981132,-0.12014431184206321
2015-03-14,71,0.5106382978723404,0.41253227533125686
2015-03-15,64,-0.09859154929577464,-0.10379679368164355
2015-03-16,57,-0.109375,-0.1158318155251217
2015-03-17,43,-0.24561403508771928,-0.2818511521409877
2015-03-18,47,0.09302325581395349,0.08894748601649612
2015-03-19,61,0.2978723404255319,0.26072626246325264
2015-03-20,52,-0.14754098360655737,-0.15963014559188396
2015-03-21,60,0.15384615384615385,0.14310084364067324
2015-03-22,58,-0.03333333333333333,-0.03390155167568134
2015-03-23,53,-0.08620689655172414,-0.09015109699429745
2015-03-24,52,-0.018867924528301886,-0.019048194970694474
2015-03-25,46,-0.11538461538461539,-0.12260232209233239
2015-03-26,78,0.6956521739130435,0.5280674302004967
2015-03-27,49,-0.3717948717948718,-0.4648885285789651
2015-03-28,50,0.02040816326530612,0.02020270731751947
2015-03-29,54,0.08,0.0769610411361284
2015-03-30,39,-0.2777777777777778,-0.325422400434628
2015-03-31,53,0.358974358974359,0.30673026742247544
2015-04-01,52,-0.018867924528301886,-0.019048194970694474
2015-04-02,36,-0.3076923076923077,-0.3677247801253174
2015-04-03,58,0.6111111111111112,0.47692407209030935
2015-04-04,43,-0.25862068965517243,-0.2992428948528569
2015-04-05,50,0.16279069767441862,0.1508228897345837
2015-04-06,43,-0.14,-0.15082288973458366
2015-04-07,52,0.20930232558139536,0.19004360288786487
2015-04-08,40,-0.23076923076923078,-0.262364264467491
2015-04-09,51,0.275,0.2429461786103894
2015-04-10,41,-0.19607843137254902,-0.21825356602001794
2015-04-11,39,-0.04878048780487805,-0.05001042057466142
2015-04-12,50,0.28205128205128205,0.24846135929849972
2015-04-13,39,-0.22,-0.2484613592984996
2015-04-14,43,0.10256410256410256,0.09763846956391607
2015-04-15,46,0.06976744186046512,0.06744128079553248
2015-04-16,40,-0.13043478260869565,-0.13976194237515874
2015-04-17,44,0.1,0.09531017980432493
2015-04-18,40,-0.09090909090909091,-0.0953101798043249
2015-04-19,54,0.35,0.30010459245033816
2015-04-20,40,-0.25925925925925924,-0.30010459245033816
2015-04-21,47,0.175,0.16126814759612232
2015-04-22,37,-0.2127659574468085,-0.2392296890658341
2015-04-23,37,0.0,0.0
2015-04-24,54,0.4594594594594595,0.3780661339200499
2015-04-25,41,-0.24074074074074073,-0.2754119798599665
2015-04-26,47,0.14634146341463414,0.1365755350057507
2015-04-27,34,-0.2765957446808511,-0.32378707709389715
2015-04-28,40,0.17647058823529413,0.16251892949777494
2015-04-29,43,0.075,0.07232066157962608
2015-04-30,39,-0.09302325581395349,-0.09763846956391606
2015-05-01,45,0.15384615384615385,0.14310084364067324
2015-05-02,30,-0.3333333333333333,-0.40546510810816444
2015-05-03,49,0.6333333333333333,0.4906229164484712
2015-05-04,47,-0.04081632653061224,-0.041672696400568074
2015-05-05,41,-0.1276595744680851,-0.13657553500575073
2015-05-06,43,0.04878048780487805,0.047628048989254664
2015-05-07,46,0.06976744186046512,0.06744128079553248
2015-05-08,40,-0.13043478260869565,-0.13976194237515874
2015-05-09,36,-0.1,-0.10536051565782628
2015-05-10,46,0.2777777777777778,0.2451224580329849
2015-05-11,44,-0.043478260869565216,-0.04445176257083381
2015-05-12,47,0.06818181818181818,0.06595796779179737
2015-05-13,52,0.10638297872340426,0.10109611687136881
2015-05-14,60,0.15384615384615385,0.14310084364067324
2015-05-15,47,-0.21666666666666667,-0.2441969605120421
2015-05-16,51,0.0851063829787234,0.0816780310142671
2015-05-17,45,-0.11764705882352941,-0.12516314295400605
2015-05-18,44,-0.022222222222222223,-0.02247285585205863
2015-05-19,42,-0.045454545454545456,-0.04652001563489282
2015-05-20,40,-0.047619047619047616,-0.048790164169432056
2015-05-21,49,0.225,0.20294084399669038
2015-05-22,45,-0.08163265306122448,-0.08515780834030683
2015-05-23,47,0.044444444444444446,0.04348511193973889
2015-05-24,49,0.0425531914893617,0.04167269640056808
2015-05-25,52,0.061224489795918366,0.059423420470800806
2015-05-26,42,-0.19230769230769232,-0.21357410029805904
2015-05-27,59,0.40476190476190477,0.33986782562235107
2015-05-28,47,-0.2033898305084746,-0.22738984219566089
2015-05-29,51,0.0851063829787234,0.0816780310142671
2015-05-30,49,-0.0392156862745098,-0.04000533461369913
2015-05-31,44,-0.10204081632653061,-0.10763066419236544
2015-06-01,51,0.1590909090909091,0.14763599880606468
2015-06-02,41,-0.19607843137254902,-0.21825356602001794
2015-06-03,46,0.12195121951219512,0.11506932978478729
2015-06-04,56,0.21739130434782608,0.1967102942460543
2015-06-05,43,-0.23214285714285715,-0.26415157504158676
2015-06-06,35,-0.18604651162790697,-0.20585205420414873
2015-06-07,51,0.45714285714285713,0.37647757123491205
2015-06-08,37,-0.27450980392156865,-0.3209077200801014
2015-06-09,40,0.08108108108108109,0.07796154146971192
2015-06-10,32,-0.2,-0.2231435513142097
2015-06-11,33,0.03125,0.030771658666753687
2015-06-12,29,-0.12121212121212122,-0.12921173148000623
2015-06-13,32,0.10344827586206896,0.09844007281325251
